flyer_name, product_name, unit_promo_price, uom, least_unit_for_promo, save_per_unit, discount, organic
week_13_page_1, NY Strip Stteak, 0, 0, 0, 0, 0, 0
week_13_page_1, Red & Green Seedless Grapes, 0, 0, 0, 0, 0, 0
week_13_page_1, Strip, 0, 0, 0, 0, 0, 0
week_13_page_1, Strip Steaks, 0, 0, 0, 0, 0, 0
week_13_page_2, Organic Strawberries, 750, 0, 99, 750, 38, 0
week_13_page_2, Grilled Chicken Caesar Salad, 20, 0, 12, 16, 7, 0
week_13_page_2, 5-Pack Cookies, 2, 0, 0, 1, 0, 0
week_13_page_2, Coffee, 0, 0, 0, 0, 0, 0
week_13_page_2, Roasted Brussels Sprouts with Garlic, 0, 0, 0, 0, 0, 0
week_13_page_2, 6-Pack Mini Maple Danish, 0, 0, 0, 0, 0, 0
week_13_page_2, PB&J Smoothie, 0, 0, 0, 0, 0, 0
week_13_page_2, Coffee Bags, 0, 0, 0, 0, 0, 0
week_13_page_2, Peanut Butter, 0, 0, 0, 0, 0, 0
week_13_page_2, Juice, 0, 0, 0, 0, 0, 0
week_13_page_2, Roasted Brussel Sprouts with Garlic, 0, 0, 0, 0, 0, 0
week_13_page_2, Organic strawberries, 0, 0, 0, 0, 0, 0
week_13_page_3, Boomchickapop, 35, 0, 30, 32, 30, 0
week_13_page_3, BRAND WIDE SALE, 10, 0, 6, 8, 3, 0
week_13_page_3, Body Wash, 1, 0, 0, 0, 0, 0
week_13_page_3, Milk Chocolate Peanut Butter Cups, 0, 0, 0, 0, 0, 0
week_13_page_3, Peanut Butter, 0, 0, 0, 0, 0, 0
week_13_page_3, Boomchikapop, 0, 0, 0, 0, 0, 0
week_13_page_3, Chocolate, 0, 0, 0, 0, 0, 0
week_13_page_4, Ground Sirloin or Round, 12, 0, 2, 3, 2, 0
week_13_page_4, Omega 3, 2, 0, 0, 0, 0, 0
week_13_page_4, NY Strips, 0, 0, 0, 0, 0, 0
week_13_page_4, Filet Mignon, 0, 0, 0, 0, 0, 0
week_13_page_4, NY Strip Steak, 0, 0, 0, 0, 0, 0
week_13_page_4, Ribeye & Strip Steaks, 0, 0, 0, 0, 0, 0
week_13_page_4, Blackberries, 0, 0, 0, 0, 0, 0
week_13_page_4, NY Strip Steaks, 0, 0, 0, 0, 0, 0
week_13_page_4, Red Bell Peppers, 0, 0, 0, 0, 0, 0
week_13_page_4, Orange Bell Peppers, 0, 0, 0, 0, 0, 0
week_13_page_4, Meatloaf & Meatballs, 0, 0, 0, 0, 0, 0
week_13_page_4, Ribeyes & NY Strip Steaks, 0, 0, 0, 0, 0, 0
week_13_page_4, "Organic Bosc, Bartlett, & Danjou Pears", 0, 0, 0, 0, 0, 0
week_13_page_4, Ground Sirlon or Round, 0, 0, 0, 0, 0, 0
week_13_page_4, Ribeyes & NY Strips, 0, 0, 0, 0, 0, 0
week_13_page_4, Ribeyes & Strip Steaks, 0, 0, 0, 0, 0, 0
week_13_page_4, NY Strip, 0, 0, 0, 0, 0, 0
week_13_page_4, Strip Steak, 0, 0, 0, 0, 0, 0
week_13_page_4, Ribeye, 0, 0, 0, 0, 0, 0
week_13_page_4, Whole Tenderloins, 0, 0, 0, 0, 0, 0
week_13_page_4, NY Strip Stteak, 0, 0, 0, 0, 0, 0
week_13_page_4, Organic Orange Bell Peppers, 0, 0, 0, 0, 0, 0
week_13_page_4, Strip, 0, 0, 0, 0, 0, 0
week_13_page_4, Strip Steaks, 0, 0, 0, 0, 0, 0
week_14_page_1, NY Strip Steak, 10, 0, 4, 7, 3, 0
week_14_page_1, King Salmon Fillets, 1, 0, 0, 0, 0, 0
week_14_page_1, NY Strip Steaks, 0, 0, 0, 0, 0, 0
week_14_page_1, "Organic Acorn, Butternut, & Spaghetti Squash", 0, 0, 0, 0, 0, 0
week_14_page_1, Scottish Salmon Fillet, 0, 0, 0, 0, 0, 0
week_14_page_1, Holiday Grapes, 0, 0, 0, 0, 0, 0
week_14_page_1, Scottish Salmon Fillets, 0, 0, 0, 0, 0, 0
week_14_page_1, Honeycrisp Apples, 0, 0, 0, 0, 0, 0
week_14_page_1, 6 oz. Scottish Salmon Fillets, 0, 0, 0, 0, 0, 0
week_14_page_2, 4-Pack Croissants, 750, 0, 20, 750, 18, 0
week_14_page_2, Red Sunset Juice, 16, 0, 10, 12, 7, 0
week_14_page_2, 5-Pack Cookies, 4, 0, 0, 1, 0, 0
week_14_page_2, Deli Meats, 0, 0, 0, 0, 0, 0
week_14_page_2, Loaf Bread, 0, 0, 0, 0, 0, 0
week_14_page_2, Chicken Breast, 0, 0, 0, 0, 0, 0
week_14_page_2, Vegan Nuggets with Thai Chili Sauce, 0, 0, 0, 0, 0, 0
week_14_page_2, 5-pack cookies, 0, 0, 0, 0, 0, 0
week_14_page_2, Juice, 0, 0, 0, 0, 0, 0
week_14_page_2, 4-Pack Croissant, 0, 0, 0, 0, 0, 0
week_14_page_2, Chciken Breast, 0, 0, 0, 0, 0, 0
week_14_page_3, Nutritional Bars, 48, 0, 20, 20, 16, 0
week_14_page_3, Yogurt, 12, 0, 10, 10, 10, 0
week_14_page_3, Yoghurt, 6, 0, 4, 4, 2, 0
week_14_page_3, Organic Wines, 1, 0, 0, 0, 0, 0
week_14_page_3, Organic Ginger Snaps, 0, 0, 0, 0, 0, 0
week_14_page_3, Nutrional Bars, 0, 0, 0, 0, 0, 0
week_14_page_3, Nutrition Bars, 0, 0, 0, 0, 0, 0
week_14_page_3, Organic Milk, 0, 0, 0, 0, 0, 0
week_14_page_3, Nutrition Bar, 0, 0, 0, 0, 0, 0
week_14_page_4, Omega 3, 9, 0, 5, 5, 3, 0
week_14_page_4, Organic Grape Tomatoes, 2, 0, 2, 2, 2, 0
week_14_page_4, Real Blue Crab Dips, 1, 0, 0, 1, 0, 0
week_14_page_4, Scottish Salmon, 0, 0, 0, 0, 0, 0
week_14_page_4, Organic Canned Tomatoes, 0, 0, 0, 0, 0, 0
week_14_page_4, Scottish Salmon Fillet, 0, 0, 0, 0, 0, 0
week_14_page_4, Yellow Bell Peppers, 0, 0, 0, 0, 0, 0
week_14_page_4, Meatloaf & Meatballs, 0, 0, 0, 0, 0, 0
week_14_page_4, Scottish Salmon Fillets, 0, 0, 0, 0, 0, 0
week_14_page_4, Double Crusted Chicken Pot Pies, 0, 0, 0, 0, 0, 0
week_14_page_4, Beef Wellington, 0, 0, 0, 0, 0, 0
week_14_page_4, Sirloin Tip Roast, 0, 0, 0, 0, 0, 0
week_14_page_4, Bourbon Scottish Salmon Fillets, 0, 0, 0, 0, 0, 0
week_14_page_4, Double Crusted Chicken Pot Pie, 0, 0, 0, 0, 0, 0
week_14_page_4, Red & Green Seedless Grapes, 0, 0, 0, 0, 0, 0
week_15_page_1, Ground Sirloin or Round, 32, 0, 11, 17, 9, 0
week_15_page_1, Omega 3, 4, 0, 4, 4, 3, 0
week_15_page_1, Organic Tea, 2, 0, 0, 1, 0, 0
week_15_page_1, Ground Sirloin, 0, 0, 0, 0, 0, 0
week_15_page_1, Ground Sirloin & Round, 0, 0, 0, 0, 0, 0
week_15_page_1, Cupcakes, 0, 0, 0, 0, 0, 0
week_15_page_1, Maple Caramel Cupcakes, 0, 0, 0, 0, 0, 0
week_15_page_1, Carving Pumpkins, 0, 0, 0, 0, 0, 0
week_15_page_1, Chicken Breast, 0, 0, 0, 0, 0, 0
week_15_page_1, Maple Cream Cupcakes, 0, 0, 0, 0, 0, 0
week_15_page_1, Organic Seasonal Ciders, 0, 0, 0, 0, 0, 0
week_15_page_1, Ground Sirlon or Round, 0, 0, 0, 0, 0, 0
week_15_page_1, Organic Teas, 0, 0, 0, 0, 0, 0
week_15_page_1, Chciken Breast, 0, 0, 0, 0, 0, 0
week_15_page_2, 10-Pack Mini Cookies, 750, 0, 99, 99, 17, 0
week_15_page_2, Maple Honey Ham, 11, 0, 6, 8, 5, 0
week_15_page_2, Organic Soup Cups, 4, 0, 2, 3, 2, 0
week_15_page_2, Organic Soups, 1, 0, 0, 1, 0, 0
week_15_page_2, Organic Tofu, 0, 0, 0, 0, 0, 0
week_15_page_2, Organic Soup Cans, 0, 0, 0, 0, 0, 0
week_15_page_2, K Cups, 0, 0, 0, 0, 0, 0
week_15_page_2, Juice, 0, 0, 0, 0, 0, 0
week_15_page_3, Frozen Chick'n, 120, 0, 16, 17, 15, 0
week_15_page_3, Curcumin Complete: The Joint Solution, 12, 0, 7, 11, 5, 0
week_15_page_3, Coconut Milk, 2, 0, 2, 2, 1, 0
week_15_page_4, Omega 3, 99, 0, 17, 30, 11, 0
week_15_page_4, Filet Mignon, 5, 0, 2, 4, 2, 0
week_15_page_4, Wild Alaska Cod Fillets, 0, 0, 0, 0, 0, 0
week_15_page_4, Holiday Grapes, 0, 0, 0, 0, 0, 0
week_15_page_4, Stew Beef, 0, 0, 0, 0, 0, 0
week_15_page_4, Sirloin Tip Roast, 0, 0, 0, 0, 0, 0
week_15_page_4, Alaska Cod Fillets, 0, 0, 0, 0, 0, 0
week_15_page_4, Organic Squash, 0, 0, 0, 0, 0, 0
week_15_page_4, Stew beef, 0, 0, 0, 0, 0, 0
week_15_page_4, Alaska Cod Fillet, 0, 0, 0, 0, 0, 0
week_16_page_1, Pork Tenderloin, 99, 0, 18, 24, 5, 0
week_16_page_1, Bonless Ribeyes, 2, 0, 0, 0, 0, 0
week_16_page_1, Boneless Ribeyes, 0, 0, 0, 0, 0, 0
week_16_page_1, Filet Mignon, 0, 0, 0, 0, 0, 0
week_16_page_1, Maine Lobster Tails, 0, 0, 0, 0, 0, 0
week_16_page_1, Granny Smith Apples, 0, 0, 0, 0, 0, 0
week_16_page_1, Ribeye, 0, 0, 0, 0, 0, 0
week_16_page_1, Boneless Ribeye, 0, 0, 0, 0, 0, 0
week_16_page_1, Strip Steaks, 0, 0, 0, 0, 0, 0
week_16_page_2, Organic Tea, 99, 0, 24, 99, 18, 0
week_16_page_2, Crispy Chicken Salad, 8, 0, 5, 6, 2, 0
week_16_page_2, Kale Lemonade, 2, 0, 2, 2, 2, 0
week_16_page_2, Organic Baguette, 0, 0, 0, 0, 0, 0
week_16_page_2, Juice, 0, 0, 0, 0, 0, 0
week_16_page_2, 4-pack muffins, 0, 0, 0, 0, 0, 0
week_16_page_2, Extra Virgin Olive Oil, 0, 0, 0, 0, 0, 0
week_16_page_3, Yogurt, 98, 0, 38, 92, 24, 0
week_16_page_3, Organic Tea, 18, 0, 7, 8, 7, 0
week_16_page_3, Yoghurt, 5, 0, 2, 2, 2, 0
week_16_page_3, Organic Deluxe Trail Mix & Antioxidant Trail Mix, 2, 0, 0, 0, 0, 0
week_16_page_3, Makeup, 0, 0, 0, 0, 0, 0
week_16_page_3, Soy Yogurt, 0, 0, 0, 0, 0, 0
week_16_page_4, Organic Red & Green Seedless Grapes, 2, 0, 2, 2, 0, 0
week_16_page_4, Omega 3, 0, 0, 0, 0, 0, 0
week_16_page_4, Danjou Pears, 0, 0, 0, 0, 0, 0
week_16_page_4, Sirloin Tip Roast, 0, 0, 0, 0, 0, 0
week_16_page_4, Thick Cut Bacon, 0, 0, 0, 0, 0, 0
week_16_page_4, "Organic Bosc, Bartlett, & Danjou Pears", 0, 0, 0, 0, 0, 0
week_16_page_4, "Organic Green, Red, & Lacinato Kale", 0, 0, 0, 0, 0, 0
week_16_page_4, Lacinato Kale, 0, 0, 0, 0, 0, 0
week_16_page_4, Bacon, 0, 0, 0, 0, 0, 0
week_16_page_4, Bottom Round Roast, 0, 0, 0, 0, 0, 0
week_16_page_4, "Organic Green, Red & Lacinato Kale", 0, 0, 0, 0, 0, 0
week_17_page_1, "Boneless, Skinless Chicken Breast", 1, 0, 0, 0, 0, 0
week_17_page_1, Bonless Ribeyes, 0, 0, 0, 0, 0, 0
week_17_page_1, Boneless Ribeyes, 0, 0, 0, 0, 0, 0
week_17_page_1, "Boneless, Skinless Chicken Breasts", 0, 0, 0, 0, 0, 0
week_17_page_1, NY Strip Steak, 0, 0, 0, 0, 0, 0
week_17_page_1, Ribeye & Strip Steaks, 0, 0, 0, 0, 0, 0
week_17_page_1, Red Seedless Grapes, 0, 0, 0, 0, 0, 0
week_17_page_1, NY Strip Steaks, 0, 0, 0, 0, 0, 0
week_17_page_1, Scottish Salmon Fillet, 0, 0, 0, 0, 0, 0
week_17_page_1, Scottish Salmon Fillets, 0, 0, 0, 0, 0, 0
week_17_page_1, Ribeyes & NY Strip Steaks, 0, 0, 0, 0, 0, 0
week_17_page_1, Chicken Breast, 0, 0, 0, 0, 0, 0
week_17_page_1, Boneless Ribeyes & Strip Steaks, 0, 0, 0, 0, 0, 0
week_17_page_1, Boneless Skinless Chicken Thighs, 0, 0, 0, 0, 0, 0
week_17_page_1, Ribeyes & Strip Steaks, 0, 0, 0, 0, 0, 0
week_17_page_1, Strip Steak, 0, 0, 0, 0, 0, 0
week_17_page_1, Ribeye, 0, 0, 0, 0, 0, 0
week_17_page_1, Strip, 0, 0, 0, 0, 0, 0
week_17_page_1, Boneless Ribeye, 0, 0, 0, 0, 0, 0
week_17_page_1, Chciken Breast, 0, 0, 0, 0, 0, 0
week_17_page_1, Strip Steaks, 0, 0, 0, 0, 0, 0
week_17_page_2, Frozen Fries, 257, 0, 32, 100, 32, 0
week_17_page_2, Liquid Laundry Detergent, 25, 0, 12, 15, 6, 0
week_17_page_2, BRAND WIDE SALE, 3, 0, 2, 3, 2, 0
week_17_page_2, Frozen Fruit, 0, 0, 0, 0, 0, 0
week_17_page_2, Organic Canned Pumpkin, 0, 0, 0, 0, 0, 0
week_17_page_2, Canned Pumpkin, 0, 0, 0, 0, 0, 0
week_17_page_2, Smart Water, 0, 0, 0, 0, 0, 0
week_17_page_2, ECOS Liquid Laundry Detergent, 0, 0, 0, 0, 0, 0
week_17_page_2, Organic Frozen Thin Crust Pizzas, 0, 0, 0, 0, 0, 0
week_17_page_2, Organic Canned Soups, 0, 0, 0, 0, 0, 0
week_17_page_2, Fries, 0, 0, 0, 0, 0, 0
week_17_page_3, 2-Pack Cups, 750, 0, 31, 99, 25, 0
week_17_page_3, Cupcakes, 3, 0, 2, 2, 2, 0
week_17_page_3, Gluten-Free Oats, 0, 0, 0, 0, 0, 0
week_17_page_3, Halloween Cupcakes, 0, 0, 0, 0, 0, 0
week_17_page_3, Chai Spiced Smoothie, 0, 0, 0, 0, 0, 0
week_17_page_3, Noodle & Rice Bowls, 0, 0, 0, 0, 0, 0
week_17_page_3, Juice, 0, 0, 0, 0, 0, 0
week_17_page_4, Key West Pink Shrimp, 30, 0, 7, 8, 6, 0
week_17_page_4, Jumbo Key West Pink Shrimp, 4, 0, 2, 2, 2, 0
week_17_page_4, Flank Steak, 0, 0, 0, 0, 0, 0
week_17_page_4, Blueberries & Blackberries, 0, 0, 0, 0, 0, 0
week_17_page_4, Flank Steaks, 0, 0, 0, 0, 0, 0
week_17_page_4, Chicken Rollers, 0, 0, 0, 0, 0, 0
week_17_page_4, "Organic Bartlett, Bosc, & Red Pears", 0, 0, 0, 0, 0, 0
week_17_page_4, Organic Baguette, 0, 0, 0, 0, 0, 0
week_18_page_1, Blueberries, 100, 0, 22, 30, 8, 0
week_18_page_1, Omega 3, 6, 0, 5, 6, 4, 0
week_18_page_1, Organic Frozen Fruits & Vegetables, 2, 0, 0, 2, 0, 0
week. slightly sweet and delicious flavor. Made Fresh, , 0, 0, 0, 0, 0, 0
week_18_page_2, Nutritional Bars, 100, 0, 32, 32, 20, 0
week_18_page_2, Yogurt, 7, 0, 3, 7, 3, 0
week_18_page_2, Organic Tea, 2, 0, 1, 1, 0, 0
week_18_page_2, Yoghurt, 0, 0, 0, 0, 0, 0
week_18_page_2, Franks in Puff Pastry, 0, 0, 0, 0, 0, 0
week_18_page_2, Frozen Mini Quiches, 0, 0, 0, 0, 0, 0
week_18_page_2, Vegetable Juices, 0, 0, 0, 0, 0, 0
week_18_page_2, Nutrional Bars, 0, 0, 0, 0, 0, 0
week_18_page_2, Juice, 0, 0, 0, 0, 0, 0
week_18_page_2, Nutrition Bars, 0, 0, 0, 0, 0, 0
week_18_page_2, Chocolate Bar, 0, 0, 0, 0, 0, 0
week_18_page_2, Nutrition Bar, 0, 0, 0, 0, 0, 0
week_18_page_3, Grilled Chicken Caesar Salad, 750, 0, 18, 20, 16, 0
week_18_page_3, Croissant Sandwiches, 10, 0, 7, 7, 4, 0
week_18_page_3, Sparkling Moscato, 1, 0, 0, 0, 0, 0
week_18_page_3, Oven Roasted Turkey, 0, 0, 0, 0, 0, 0
week_18_page_3, Savory Smashed Sweet Potatoes, 0, 0, 0, 0, 0, 0
week_18_page_3, Alpha Tolman, 0, 0, 0, 0, 0, 0
week_18_page_3, Signature Croissant Sandwiches, 0, 0, 0, 0, 0, 0
week_18_page_3, Winter Blend Coffee, 0, 0, 0, 0, 0, 0
week_18_page_3, Croissant Sandwich, 0, 0, 0, 0, 0, 0
week_18_page_4, Organic Red & Green Seedless Grapes, 7, 0, 3, 3, 2, 0
week_18_page_4, Organic Grape Tomatoes, 1, 0, 0, 1, 0, 0
week_18_page_4, Organic Tea, 0, 0, 0, 0, 0, 0
week_18_page_4, Maryland Crab Cakes, 0, 0, 0, 0, 0, 0
week_18_page_4, "Boneless, Skinless Chicken Thighs", 0, 0, 0, 0, 0, 0
week_18_page_4, Sliced Lunch Meats, 0, 0, 0, 0, 0, 0
week_18_page_4, Green Seedless Grapes, 0, 0, 0, 0, 0, 0
week_18_page_4, Organic Squash, 0, 0, 0, 0, 0, 0
week_18_page_4, Clementines, 0, 0, 0, 0, 0, 0
week_18_page_4, Organic Squash & Pie Pumpkin, 0, 0, 0, 0, 0, 0
week_18_page_4, Boneless Skinless Chicken Thighs, 0, 0, 0, 0, 0, 0
week_18_page_4, 3 lb. Bag Clementines, 0, 0, 0, 0, 0, 0
week_18_page_4, 5 lb. Box Clementines, 0, 0, 0, 0, 0, 0
week_18_page_4, Lunch Meats, 0, 0, 0, 0, 0, 0
week_18_page_4, Red & Green Seedless Grapes, 0, 0, 0, 0, 0, 0
week_19_page_1, Hass Avocados, 4, 0, 0, 0, 0, 0
week_19_page_1, Omega 3, 0, 0, 0, 0, 0, 0
week_19_page_1, Avocados, 0, 0, 0, 0, 0, 0
week_19_page_1, avocados, 0, 0, 0, 0, 0, 0
week., , 0, 0, 0, 0, 0, 0
week_19_page_2, Yogurt, 99, 0, 14, 26, 12, 0
week_19_page_2, Yoghurt, 9, 0, 7, 8, 5, 0
week_19_page_2, Organic Soups, 2, 0, 2, 2, 2, 0
week_19_page_2, Crackers, 1, 0, 0, 1, 0, 0
week_19_page_2, Organic Whole Milk Plain Yougurt, 0, 0, 0, 0, 0, 0
week_19_page_2, Organic Plain Whole Milk Yogurt, 0, 0, 0, 0, 0, 0
week_19_page_2, Organic Soup Cans, 0, 0, 0, 0, 0, 0
